age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country
33,4.0,174789,15.0,10,4.0,7.0,1.0,4.0,1.0,0,0,40,38.0
38,0.0,121135,11.0,9,2.0,0.0,0.0,4.0,1.0,0,0,40,38.0
28,4.0,174327,11.0,9,2.0,7.0,0.0,4.0,1.0,0,0,50,38.0
42,4.0,169995,11.0,9,2.0,12.0,0.0,4.0,1.0,0,0,48,38.0
32,4.0,204742,9.0,13,2.0,10.0,0.0,4.0,1.0,0,0,40,38.0
47,1.0,323798,9.0,13,2.0,4.0,0.0,4.0,1.0,0,0,40,38.0
34,4.0,153927,11.0,9,2.0,3.0,0.0,4.0,1.0,0,0,40,38.0
33,4.0,55717,11.0,9,4.0,3.0,1.0,4.0,1.0,0,0,40,38.0
54,6.0,212165,11.0,9,2.0,12.0,0.0,4.0,1.0,0,0,60,38.0
42,4.0,24982,15.0,10,2.0,3.0,0.0,4.0,1.0,7688,0,40,38.0
28,4.0,215955,9.0,13,2.0,4.0,0.0,4.0,1.0,3103,0,40,38.0
42,5.0,277488,14.0,15,2.0,10.0,0.0,4.0,1.0,15024,0,65,38.0
36,4.0,607848,15.0,10,2.0,12.0,0.0,4.0,1.0,7688,0,45,38.0
39,4.0,186191,12.0,14,2.0,10.0,0.0,4.0,1.0,0,1848,50,38.0
36,0.0,216256,11.0,9,2.0,0.0,0.0,4.0,1.0,3464,0,30,38.0
38,4.0,144860,11.0,9,2.0,3.0,0.0,4.0,1.0,0,0,65,38.0
44,5.0,33126,15.0,10,2.0,4.0,0.0,4.0,1.0,0,0,80,38.0
26,6.0,201930,11.0,9,2.0,3.0,0.0,4.0,1.0,0,0,50,38.0
56,4.0,200316,15.0,10,2.0,1.0,0.0,4.0,1.0,0,0,35,38.0
56,4.0,157749,15.0,10,2.0,5.0,0.0,4.0,1.0,0,0,60,38.0
44,4.0,169397,11.0,9,2.0,3.0,0.0,4.0,1.0,0,0,40,38.0
35,4.0,169672,15.0,10,2.0,3.0,0.0,4.0,1.0,0,0,40,38.0
65,0.0,160654,11.0,9,2.0,0.0,0.0,4.0,1.0,0,0,20,38.0
27,0.0,90270,7.0,12,2.0,0.0,3.0,0.0,1.0,0,0,40,38.0
20,4.0,186830,11.0,9,4.0,14.0,2.0,2.0,1.0,0,0,45,38.0
50,4.0,270194,9.0,13,2.0,4.0,0.0,4.0,1.0,0,0,60,38.0
48,4.0,189462,15.0,10,2.0,3.0,0.0,4.0,1.0,7688,0,40,38.0
27,4.0,292472,15.0,10,4.0,3.0,1.0,1.0,1.0,0,1876,45,1.0
51,4.0,57101,6.0,5,2.0,3.0,0.0,4.0,1.0,0,0,40,38.0
32,4.0,496743,9.0,13,4.0,10.0,3.0,4.0,1.0,0,0,40,38.0
30,0.0,156890,0.0,6,0.0,0.0,4.0,4.0,1.0,0,0,40,38.0
25,4.0,162687,2.0,8,2.0,3.0,0.0,4.0,1.0,0,0,40,38.0
26,4.0,523067,15.0,10,4.0,10.0,3.0,4.0,1.0,0,0,3,8.0
58,5.0,349910,14.0,15,2.0,10.0,0.0,4.0,1.0,0,1977,50,38.0
22,4.0,160120,0.0,6,4.0,14.0,3.0,1.0,1.0,0,0,30,38.0
47,2.0,173938,9.0,13,2.0,3.0,0.0,4.0,1.0,0,0,50,38.0
26,4.0,60726,15.0,10,2.0,3.0,0.0,2.0,1.0,0,0,40,38.0
28,4.0,110164,15.0,10,0.0,8.0,2.0,2.0,1.0,0,0,24,38.0
57,2.0,198145,12.0,14,2.0,11.0,0.0,4.0,1.0,0,0,14,38.0
19,4.0,439779,15.0,10,4.0,12.0,3.0,4.0,1.0,0,0,15,38.0
20,4.0,122971,15.0,10,4.0,12.0,3.0,4.0,1.0,0,0,35,38.0
21,4.0,57916,11.0,9,4.0,11.0,3.0,4.0,1.0,0,0,40,38.0
48,5.0,481987,0.0,6,2.0,4.0,0.0,4.0,1.0,0,0,40,38.0
31,2.0,199368,9.0,13,2.0,11.0,0.0,2.0,1.0,0,0,50,38.0
39,4.0,104089,8.0,11,2.0,3.0,0.0,4.0,1.0,0,0,50,38.0
21,4.0,452640,11.0,9,4.0,3.0,1.0,4.0,1.0,0,0,40,38.0
19,0.0,143867,15.0,10,4.0,0.0,3.0,4.0,1.0,0,0,40,38.0
38,4.0,107630,9.0,13,2.0,4.0,0.0,4.0,1.0,0,0,40,38.0
41,2.0,176716,11.0,9,2.0,14.0,0.0,4.0,1.0,0,0,60,38.0
36,4.0,185099,14.0,15,2.0,10.0,0.0,4.0,1.0,0,0,55,38.0
42,4.0,217826,11.0,9,4.0,3.0,3.0,2.0,1.0,0,0,40,0.0
65,4.0,205309,11.0,9,2.0,5.0,0.0,4.0,1.0,0,0,24,38.0
26,4.0,108542,15.0,10,2.0,1.0,0.0,4.0,1.0,0,0,40,38.0
33,4.0,202051,12.0,14,2.0,10.0,0.0,4.0,1.0,0,0,50,38.0
58,1.0,243929,9.0,13,4.0,10.0,1.0,4.0,1.0,0,0,48,38.0
63,5.0,267101,9.0,13,2.0,4.0,0.0,4.0,1.0,0,0,60,38.0
35,4.0,272019,1.0,7,2.0,3.0,0.0,4.0,1.0,0,2057,40,38.0
22,4.0,117210,15.0,10,4.0,1.0,3.0,4.0,1.0,0,0,25,12.0
30,4.0,236599,11.0,9,2.0,4.0,0.0,4.0,1.0,0,0,50,38.0
41,4.0,147206,2.0,8,2.0,6.0,0.0,4.0,1.0,0,0,40,38.0
39,4.0,242922,11.0,9,2.0,3.0,0.0,2.0,1.0,0,0,40,38.0
53,0.0,64322,5.0,4,5.0,0.0,1.0,4.0,1.0,0,0,40,38.0
26,4.0,168403,11.0,9,2.0,6.0,0.0,4.0,1.0,0,0,40,38.0
42,4.0,37869,15.0,10,0.0,7.0,1.0,4.0,1.0,0,1590,40,38.0
68,0.0,270339,0.0,6,2.0,0.0,0.0,4.0,1.0,0,0,35,38.0
48,5.0,125892,15.0,10,2.0,12.0,0.0,4.0,1.0,0,0,38,38.0
71,4.0,105200,11.0,9,2.0,11.0,0.0,4.0,1.0,6767,0,20,38.0
25,4.0,187540,15.0,10,4.0,3.0,1.0,4.0,1.0,0,0,40,38.0
37,4.0,257042,11.0,9,0.0,3.0,4.0,4.0,1.0,1506,0,40,38.0
48,4.0,187505,15.0,10,2.0,12.0,0.0,4.0,1.0,0,0,50,38.0
51,4.0,311350,9.0,13,2.0,4.0,0.0,4.0,1.0,0,0,40,38.0
53,2.0,20676,11.0,9,2.0,4.0,0.0,0.0,1.0,0,0,48,38.0
32,4.0,167106,11.0,9,2.0,12.0,0.0,1.0,1.0,0,0,40,16.0
41,4.0,96635,11.0,9,4.0,4.0,1.0,1.0,1.0,0,0,60,38.0
19,4.0,144161,11.0,9,4.0,14.0,3.0,4.0,1.0,0,0,30,38.0
25,4.0,130397,0.0,6,4.0,5.0,4.0,0.0,1.0,0,0,40,38.0
32,6.0,190290,11.0,9,2.0,5.0,0.0,4.0,1.0,0,0,40,21.0
66,0.0,188842,9.0,13,2.0,0.0,0.0,4.0,1.0,0,0,24,38.0
33,4.0,144949,12.0,14,2.0,10.0,0.0,4.0,1.0,15024,0,40,38.0
41,7.0,26892,9.0,13,4.0,1.0,1.0,4.0,1.0,0,0,40,38.0
35,4.0,410034,15.0,10,0.0,12.0,1.0,4.0,1.0,0,0,50,38.0
46,4.0,185291,1.0,7,2.0,6.0,0.0,4.0,1.0,0,0,45,38.0
45,2.0,162187,11.0,9,2.0,11.0,0.0,4.0,1.0,0,0,40,38.0
35,4.0,187693,11.0,9,4.0,7.0,3.0,4.0,1.0,0,0,40,38.0
71,4.0,200418,4.0,3,2.0,14.0,0.0,4.0,1.0,0,0,40,38.0
27,4.0,287476,11.0,9,4.0,3.0,1.0,2.0,1.0,3325,0,40,38.0
22,4.0,222993,11.0,9,4.0,10.0,3.0,4.0,1.0,0,0,54,38.0
41,6.0,134130,11.0,9,2.0,5.0,0.0,4.0,1.0,0,0,60,38.0
36,2.0,410034,9.0,13,2.0,10.0,0.0,4.0,1.0,0,1887,40,38.0
23,6.0,236804,15.0,10,4.0,5.0,3.0,4.0,1.0,0,0,35,38.0
52,7.0,303462,15.0,10,5.0,11.0,4.0,4.0,1.0,0,0,40,38.0
22,7.0,124942,15.0,10,4.0,8.0,3.0,4.0,1.0,0,0,45,38.0
61,6.0,315977,11.0,9,2.0,14.0,0.0,2.0,1.0,0,0,40,38.0
23,4.0,248978,1.0,7,2.0,6.0,0.0,4.0,1.0,0,0,40,25.0
36,4.0,114605,8.0,11,2.0,1.0,0.0,4.0,1.0,0,0,40,38.0
60,4.0,227332,8.0,11,6.0,1.0,1.0,4.0,1.0,0,0,40,38.0
41,4.0,67339,1.0,7,2.0,6.0,0.0,4.0,1.0,7688,0,40,38.0
29,7.0,33798,15.0,10,0.0,1.0,3.0,4.0,1.0,0,0,20,38.0
22,4.0,401451,15.0,10,2.0,14.0,0.0,4.0,1.0,0,0,48,38.0
32,4.0,124187,6.0,5,2.0,5.0,0.0,2.0,1.0,0,0,40,38.0
48,4.0,254291,12.0,14,2.0,10.0,0.0,4.0,1.0,0,0,40,38.0
39,4.0,122032,8.0,11,4.0,7.0,1.0,4.0,1.0,0,0,40,38.0
57,5.0,376230,12.0,14,2.0,12.0,0.0,4.0,1.0,99999,0,40,38.0
27,7.0,280618,12.0,14,4.0,10.0,1.0,4.0,1.0,0,0,40,38.0
37,4.0,191137,7.0,12,0.0,10.0,4.0,4.0,1.0,0,0,25,38.0
49,4.0,66385,11.0,9,2.0,12.0,0.0,4.0,1.0,5013,0,40,38.0
30,4.0,398827,11.0,9,1.0,1.0,0.0,4.0,1.0,0,0,60,38.0
56,4.0,98361,12.0,14,2.0,10.0,0.0,4.0,1.0,0,0,40,0.0
45,4.0,77085,9.0,13,2.0,3.0,0.0,1.0,1.0,0,0,40,23.0
34,4.0,203488,9.0,13,2.0,12.0,0.0,4.0,1.0,15024,0,40,38.0
75,6.0,92792,11.0,9,2.0,12.0,0.0,4.0,1.0,0,0,35,38.0
53,6.0,196328,11.0,9,2.0,4.0,0.0,2.0,1.0,0,0,45,38.0
59,5.0,349910,7.0,12,2.0,3.0,0.0,4.0,1.0,0,0,40,38.0
43,2.0,155106,8.0,11,2.0,4.0,0.0,4.0,1.0,0,0,40,38.0
39,6.0,315640,9.0,13,4.0,12.0,3.0,1.0,1.0,0,0,60,19.0
34,4.0,203051,9.0,13,2.0,1.0,0.0,4.0,1.0,0,0,27,38.0
26,4.0,485117,9.0,13,4.0,14.0,3.0,4.0,1.0,0,0,20,38.0
30,4.0,77266,11.0,9,2.0,3.0,0.0,4.0,1.0,0,0,60,38.0
73,4.0,105886,9.0,13,2.0,10.0,0.0,4.0,1.0,1173,0,75,38.0
26,4.0,68895,11.0,9,4.0,1.0,1.0,4.0,1.0,0,0,50,25.0
36,4.0,331395,8.0,11,2.0,4.0,0.0,4.0,1.0,0,0,40,38.0
48,5.0,36020,9.0,13,2.0,4.0,0.0,4.0,1.0,0,0,50,38.0
31,4.0,222654,9.0,13,2.0,4.0,0.0,4.0,1.0,0,0,40,38.0
71,6.0,238479,0.0,6,2.0,3.0,0.0,4.0,1.0,0,0,8,38.0
37,6.0,121510,11.0,9,0.0,4.0,4.0,4.0,1.0,0,0,55,38.0
33,4.0,117186,9.0,13,2.0,4.0,0.0,4.0,1.0,0,0,45,38.0
33,4.0,124052,11.0,9,2.0,3.0,0.0,4.0,1.0,0,0,40,38.0
61,4.0,105384,9.0,13,2.0,10.0,0.0,4.0,1.0,0,0,40,38.0
59,6.0,136413,5.0,4,2.0,5.0,0.0,4.0,1.0,0,0,48,38.0
51,4.0,94432,11.0,9,2.0,10.0,0.0,4.0,1.0,0,0,40,38.0
37,4.0,224541,15.0,10,2.0,14.0,0.0,4.0,1.0,0,0,40,38.0
49,4.0,124356,9.0,13,2.0,12.0,0.0,4.0,1.0,0,0,60,38.0
31,4.0,226443,15.0,10,2.0,3.0,0.0,4.0,1.0,0,0,55,38.0
40,4.0,227236,11.0,9,2.0,12.0,0.0,4.0,1.0,0,0,50,38.0
21,4.0,136873,15.0,10,4.0,10.0,3.0,4.0,1.0,0,0,10,38.0
41,4.0,287037,15.0,10,4.0,5.0,1.0,4.0,1.0,0,0,40,38.0
27,4.0,81540,11.0,9,2.0,3.0,0.0,4.0,1.0,0,0,40,38.0
26,4.0,293984,0.0,6,2.0,3.0,3.0,2.0,1.0,0,0,40,38.0
59,4.0,98361,1.0,7,2.0,7.0,0.0,4.0,1.0,0,0,40,38.0
25,4.0,456604,1.0,7,2.0,7.0,0.0,4.0,1.0,0,0,40,38.0
54,4.0,146834,0.0,6,2.0,7.0,0.0,4.0,1.0,0,0,60,38.0
43,4.0,137126,15.0,10,2.0,4.0,0.0,4.0,1.0,0,0,40,38.0
40,4.0,252392,4.0,3,2.0,8.0,0.0,4.0,1.0,0,0,40,25.0
25,4.0,60726,11.0,9,2.0,14.0,0.0,2.0,1.0,0,0,30,38.0
47,4.0,72896,11.0,9,2.0,14.0,0.0,4.0,1.0,0,0,40,38.0
38,4.0,256864,11.0,9,2.0,13.0,0.0,4.0,1.0,0,0,50,38.0
44,4.0,98211,9.0,13,2.0,14.0,0.0,4.0,1.0,0,0,55,38.0
34,4.0,248584,11.0,9,4.0,3.0,1.0,4.0,1.0,0,0,55,38.0
40,4.0,220460,11.0,9,4.0,3.0,1.0,4.0,1.0,0,0,40,2.0
37,5.0,196123,12.0,14,2.0,4.0,0.0,4.0,1.0,0,0,70,38.0
58,6.0,61474,11.0,9,2.0,12.0,0.0,4.0,1.0,0,0,55,38.0
61,4.0,128230,11.0,9,2.0,10.0,0.0,4.0,1.0,0,0,30,38.0
60,4.0,123218,15.0,10,2.0,8.0,0.0,4.0,1.0,0,0,40,38.0
56,4.0,77415,1.0,7,2.0,5.0,0.0,4.0,1.0,0,0,50,38.0
52,0.0,271749,2.0,8,4.0,0.0,2.0,2.0,1.0,594,0,40,38.0
58,5.0,329793,9.0,13,2.0,4.0,0.0,4.0,1.0,0,0,45,38.0
58,4.0,187487,11.0,9,2.0,7.0,0.0,4.0,1.0,0,0,40,38.0
27,4.0,37754,15.0,10,2.0,5.0,0.0,4.0,1.0,0,0,80,38.0
51,4.0,45599,11.0,9,0.0,10.0,1.0,4.0,1.0,0,0,40,38.0
41,4.0,216968,9.0,13,4.0,6.0,1.0,2.0,1.0,0,0,40,0.0
45,4.0,199058,12.0,14,2.0,4.0,0.0,4.0,1.0,7298,0,50,38.0
61,2.0,321117,11.0,9,2.0,11.0,0.0,4.0,1.0,0,0,40,38.0
41,2.0,396467,7.0,12,2.0,4.0,0.0,2.0,1.0,0,0,50,38.0
33,4.0,357954,11.0,9,2.0,6.0,0.0,4.0,1.0,0,0,35,18.0
62,4.0,113440,9.0,13,2.0,12.0,0.0,4.0,1.0,0,0,35,38.0
30,4.0,488720,6.0,5,2.0,6.0,2.0,4.0,1.0,0,0,40,25.0
46,4.0,220124,11.0,9,5.0,3.0,1.0,4.0,1.0,0,0,37,38.0
31,4.0,407930,5.0,4,2.0,6.0,0.0,4.0,1.0,0,0,40,38.0
38,4.0,269318,9.0,13,2.0,1.0,0.0,4.0,1.0,5178,0,50,38.0
37,4.0,160920,15.0,10,2.0,12.0,0.0,4.0,1.0,0,0,45,38.0
35,4.0,290226,11.0,9,4.0,14.0,3.0,4.0,1.0,0,0,40,38.0
24,4.0,169129,15.0,10,4.0,10.0,1.0,4.0,1.0,0,0,40,38.0
33,4.0,181091,15.0,10,2.0,10.0,0.0,4.0,1.0,0,0,40,38.0
24,4.0,388885,11.0,9,4.0,7.0,1.0,4.0,1.0,0,0,48,38.0
60,0.0,199947,11.0,9,2.0,0.0,0.0,4.0,1.0,0,0,32,38.0
28,4.0,295163,2.0,8,0.0,5.0,1.0,4.0,1.0,0,0,40,38.0
49,4.0,141944,8.0,11,3.0,6.0,4.0,4.0,1.0,0,1380,42,38.0
37,4.0,372525,12.0,14,0.0,10.0,4.0,4.0,1.0,0,0,48,38.0
48,1.0,328606,11.0,9,0.0,6.0,1.0,4.0,1.0,0,0,40,38.0
58,4.0,259014,15.0,10,4.0,14.0,1.0,4.0,1.0,0,0,20,38.0
54,6.0,226497,15.0,10,2.0,12.0,0.0,4.0,1.0,0,0,50,38.0
31,4.0,176360,11.0,9,4.0,3.0,3.0,2.0,1.0,0,0,40,38.0
33,4.0,206280,11.0,9,4.0,1.0,1.0,2.0,1.0,0,0,40,38.0
45,4.0,104521,15.0,10,2.0,3.0,0.0,4.0,1.0,0,0,40,38.0
19,4.0,163578,15.0,10,4.0,12.0,3.0,4.0,1.0,0,0,30,38.0
50,4.0,140516,11.0,9,2.0,11.0,0.0,4.0,1.0,0,0,40,38.0
19,4.0,340567,3.0,2,4.0,6.0,1.0,4.0,1.0,0,0,55,25.0
30,4.0,122889,12.0,14,2.0,10.0,0.0,1.0,1.0,0,0,50,18.0
44,4.0,377018,8.0,11,2.0,3.0,0.0,4.0,1.0,0,0,40,38.0
30,0.0,138744,11.0,9,4.0,0.0,3.0,4.0,1.0,0,0,40,38.0
31,5.0,49923,11.0,9,2.0,4.0,0.0,4.0,1.0,0,0,40,38.0
64,2.0,142166,11.0,9,2.0,3.0,0.0,4.0,1.0,0,0,99,38.0
35,4.0,181020,11.0,9,4.0,6.0,3.0,4.0,1.0,0,0,60,38.0
51,4.0,221532,9.0,13,0.0,4.0,4.0,4.0,1.0,0,0,40,38.0
50,6.0,343748,15.0,10,2.0,3.0,0.0,4.0,1.0,0,0,35,38.0
45,0.0,144354,6.0,5,5.0,0.0,3.0,2.0,1.0,0,0,40,38.0
45,5.0,155664,4.0,3,2.0,3.0,0.0,4.0,1.0,0,0,40,0.0
29,4.0,188675,15.0,10,2.0,3.0,0.0,2.0,1.0,0,0,40,22.0
56,5.0,24127,8.0,11,2.0,12.0,0.0,4.0,1.0,0,0,54,38.0
24,2.0,452640,15.0,10,4.0,13.0,1.0,4.0,1.0,14344,0,50,38.0
27,4.0,177072,11.0,9,4.0,6.0,3.0,4.0,1.0,0,0,40,38.0
53,4.0,126977,11.0,9,5.0,3.0,1.0,4.0,1.0,0,0,35,38.0
22,1.0,471452,9.0,13,4.0,13.0,3.0,4.0,1.0,0,0,8,38.0
38,6.0,140583,12.0,14,2.0,5.0,0.0,4.0,1.0,0,0,70,38.0
30,4.0,54608,9.0,13,2.0,1.0,0.0,4.0,1.0,0,0,40,38.0
47,4.0,168262,12.0,14,5.0,4.0,1.0,4.0,1.0,99999,0,50,38.0
41,4.0,327606,2.0,8,5.0,3.0,1.0,2.0,1.0,0,0,40,38.0
