age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country
46,4.0,192768,11.0,9,2.0,1.0,5.0,4.0,0.0,0,0,40,37.0
61,5.0,253101,15.0,10,6.0,12.0,1.0,4.0,0.0,0,0,20,37.0
22,4.0,229456,15.0,10,4.0,1.0,3.0,2.0,0.0,0,0,35,37.0
46,5.0,120121,9.0,13,2.0,12.0,0.0,4.0,1.0,0,0,50,37.0
39,1.0,184964,15.0,10,0.0,1.0,1.0,4.0,1.0,0,0,40,37.0
26,4.0,259585,15.0,10,4.0,12.0,1.0,4.0,1.0,0,0,24,37.0
39,1.0,206190,11.0,9,4.0,4.0,4.0,4.0,0.0,0,0,45,37.0
38,6.0,109133,12.0,14,2.0,4.0,0.0,4.0,1.0,0,0,70,37.0
18,6.0,296090,11.0,9,4.0,12.0,3.0,4.0,1.0,0,0,48,0.0
23,6.0,289116,11.0,9,0.0,8.0,4.0,4.0,0.0,0,0,50,37.0
32,4.0,175856,9.0,13,2.0,13.0,0.0,4.0,1.0,0,1902,40,37.0
23,4.0,91189,9.0,13,2.0,8.0,0.0,4.0,1.0,0,0,20,37.0
56,4.0,28729,1.0,7,5.0,7.0,1.0,4.0,0.0,0,0,40,37.0
21,4.0,306114,15.0,10,4.0,1.0,3.0,4.0,1.0,0,0,20,37.0
40,4.0,170230,9.0,13,3.0,8.0,1.0,4.0,0.0,0,0,40,0.0
50,4.0,44368,15.0,10,2.0,4.0,0.0,4.0,1.0,0,0,40,37.0
26,0.0,109564,11.0,9,4.0,0.0,3.0,4.0,0.0,0,0,40,37.0
45,2.0,160472,9.0,13,2.0,4.0,0.0,4.0,1.0,0,1977,50,37.0
34,4.0,30433,9.0,13,4.0,12.0,1.0,4.0,0.0,0,0,35,37.0
26,4.0,137658,9.0,13,4.0,4.0,1.0,4.0,0.0,0,0,45,37.0
51,4.0,134808,11.0,9,5.0,6.0,4.0,4.0,0.0,0,0,40,37.0
56,4.0,318329,11.0,9,2.0,7.0,0.0,4.0,1.0,0,0,40,37.0
46,7.0,247992,5.0,4,4.0,8.0,1.0,2.0,0.0,0,0,40,37.0
33,4.0,618191,11.0,9,4.0,4.0,1.0,4.0,0.0,0,0,40,37.0
38,4.0,190776,7.0,12,0.0,3.0,4.0,4.0,0.0,0,0,40,37.0
42,2.0,137232,11.0,9,0.0,11.0,4.0,4.0,0.0,0,0,50,37.0
30,4.0,182833,15.0,10,4.0,4.0,3.0,2.0,0.0,0,0,40,37.0
24,4.0,187717,9.0,13,4.0,1.0,3.0,4.0,0.0,0,0,40,37.0
35,4.0,194591,15.0,10,2.0,13.0,0.0,4.0,1.0,0,0,40,37.0
28,4.0,45613,15.0,10,4.0,9.0,1.0,4.0,0.0,0,0,40,37.0
38,4.0,80771,9.0,13,2.0,10.0,5.0,4.0,0.0,0,0,40,37.0
36,4.0,334366,1.0,7,5.0,4.0,1.0,4.0,0.0,0,0,32,37.0
50,1.0,306707,11.0,9,4.0,1.0,4.0,2.0,0.0,0,0,12,37.0
36,4.0,308945,11.0,9,2.0,7.0,0.0,4.0,1.0,0,0,40,37.0
51,4.0,155403,11.0,9,2.0,1.0,5.0,2.0,0.0,0,0,40,37.0
34,2.0,31391,11.0,9,2.0,11.0,0.0,4.0,1.0,0,0,53,37.0
43,4.0,258049,12.0,14,2.0,4.0,0.0,4.0,1.0,7688,0,53,37.0
23,1.0,41031,15.0,10,4.0,12.0,1.0,4.0,0.0,0,0,35,37.0
33,4.0,162312,11.0,9,0.0,12.0,1.0,1.0,1.0,0,0,45,23.0
26,4.0,181666,7.0,12,2.0,1.0,3.0,4.0,0.0,0,0,40,0.0
36,4.0,348960,11.0,9,4.0,13.0,1.0,4.0,1.0,0,0,50,37.0
26,4.0,198801,11.0,9,2.0,3.0,0.0,4.0,1.0,0,0,45,37.0
36,7.0,166606,11.0,9,2.0,11.0,0.0,4.0,1.0,0,0,40,37.0
51,6.0,291755,5.0,4,2.0,4.0,0.0,4.0,1.0,0,0,42,37.0
40,4.0,254478,15.0,10,2.0,3.0,0.0,4.0,1.0,7298,0,50,37.0
35,4.0,325802,7.0,12,0.0,6.0,4.0,4.0,0.0,0,0,24,37.0
33,4.0,192286,15.0,10,0.0,1.0,1.0,1.0,0.0,0,0,52,37.0
35,4.0,101509,15.0,10,0.0,4.0,1.0,4.0,0.0,0,0,40,37.0
44,4.0,77313,15.0,10,0.0,1.0,4.0,4.0,0.0,0,0,38,37.0
26,4.0,243560,15.0,10,4.0,12.0,4.0,4.0,0.0,0,0,40,0.0
57,6.0,95280,15.0,10,2.0,12.0,0.0,4.0,1.0,99999,0,45,37.0
19,4.0,69182,15.0,10,4.0,8.0,3.0,4.0,0.0,0,0,27,37.0
43,2.0,174491,11.0,9,0.0,13.0,1.0,2.0,0.0,0,0,40,37.0
22,4.0,223019,11.0,9,4.0,1.0,3.0,4.0,0.0,0,0,20,37.0
32,5.0,377836,8.0,11,2.0,4.0,0.0,4.0,1.0,0,0,40,37.0
25,4.0,483822,11.0,9,4.0,8.0,3.0,4.0,1.0,0,0,40,8.0
51,4.0,193720,9.0,13,2.0,4.0,0.0,4.0,1.0,0,0,45,37.0
54,4.0,104421,15.0,10,0.0,1.0,1.0,4.0,0.0,0,0,40,37.0
34,4.0,258170,11.0,9,0.0,4.0,4.0,4.0,0.0,0,0,38,37.0
41,7.0,33126,9.0,13,2.0,5.0,0.0,4.0,1.0,0,0,40,37.0
60,6.0,52900,11.0,9,2.0,3.0,0.0,4.0,1.0,0,0,42,37.0
38,4.0,203836,11.0,9,2.0,12.0,0.0,4.0,1.0,3464,0,40,4.0
27,4.0,189589,15.0,10,0.0,13.0,1.0,4.0,0.0,0,0,40,37.0
33,4.0,373662,3.0,2,3.0,9.0,1.0,4.0,0.0,0,0,40,13.0
33,4.0,279173,11.0,9,2.0,10.0,0.0,4.0,1.0,0,0,60,37.0
36,0.0,128640,15.0,10,2.0,0.0,5.0,4.0,0.0,0,0,25,37.0
51,5.0,351278,9.0,13,0.0,5.0,4.0,4.0,1.0,0,0,50,37.0
36,4.0,138441,15.0,10,4.0,7.0,3.0,4.0,1.0,0,0,40,37.0
41,7.0,288433,12.0,14,4.0,1.0,1.0,2.0,0.0,0,0,40,37.0
35,4.0,28160,9.0,13,3.0,4.0,4.0,4.0,0.0,0,0,40,37.0
33,4.0,23871,7.0,12,0.0,10.0,4.0,4.0,0.0,0,0,32,37.0
25,4.0,169323,9.0,13,2.0,4.0,3.0,4.0,0.0,0,0,40,37.0
44,4.0,86298,11.0,9,0.0,3.0,1.0,4.0,1.0,0,0,40,37.0
34,4.0,115066,15.0,10,2.0,4.0,0.0,4.0,1.0,0,0,42,37.0
44,4.0,279183,15.0,10,2.0,8.0,3.0,4.0,0.0,0,0,40,37.0
47,4.0,207207,11.0,9,0.0,12.0,4.0,4.0,0.0,0,0,45,37.0
40,4.0,299813,1.0,7,4.0,7.0,1.0,4.0,0.0,0,0,37,6.0
33,2.0,242150,8.0,11,2.0,13.0,0.0,4.0,1.0,0,0,50,37.0
17,0.0,187539,1.0,7,4.0,0.0,3.0,4.0,0.0,0,0,10,37.0
61,0.0,42938,9.0,13,4.0,0.0,1.0,4.0,1.0,0,0,7,37.0
39,5.0,241153,12.0,14,2.0,4.0,0.0,4.0,1.0,0,0,50,37.0
18,4.0,220836,1.0,7,4.0,8.0,1.0,4.0,0.0,0,0,20,37.0
66,7.0,102640,11.0,9,6.0,10.0,4.0,2.0,0.0,0,0,35,37.0
34,4.0,190040,11.0,9,2.0,1.0,5.0,4.0,0.0,0,0,40,37.0
44,1.0,316120,14.0,15,0.0,10.0,4.0,4.0,1.0,0,0,40,37.0
75,0.0,222789,9.0,13,6.0,0.0,1.0,4.0,0.0,0,0,6,37.0
60,6.0,44915,12.0,14,0.0,10.0,4.0,4.0,0.0,0,0,10,37.0
26,2.0,150226,9.0,13,4.0,10.0,3.0,4.0,0.0,0,0,35,37.0
25,4.0,338013,15.0,10,0.0,13.0,1.0,4.0,0.0,0,0,40,37.0
44,4.0,54507,11.0,9,4.0,7.0,1.0,4.0,0.0,0,0,40,37.0
34,4.0,52537,11.0,9,4.0,14.0,4.0,2.0,1.0,0,0,30,37.0
42,4.0,196797,11.0,9,4.0,14.0,4.0,2.0,0.0,0,0,38,37.0
43,6.0,52498,9.0,13,4.0,10.0,4.0,4.0,0.0,0,0,50,37.0
55,4.0,170169,11.0,9,5.0,1.0,1.0,4.0,0.0,0,0,40,37.0
50,6.0,192654,0.0,6,4.0,3.0,1.0,4.0,1.0,0,0,25,37.0
23,4.0,84648,15.0,10,4.0,12.0,3.0,4.0,0.0,0,0,25,37.0
30,4.0,247156,11.0,9,4.0,14.0,3.0,2.0,1.0,0,0,40,37.0
35,4.0,312232,11.0,9,5.0,3.0,1.0,4.0,1.0,0,0,50,37.0
30,4.0,185336,15.0,10,0.0,1.0,4.0,2.0,0.0,0,0,37,37.0
38,4.0,179117,7.0,12,4.0,7.0,1.0,2.0,0.0,10520,0,50,37.0
59,4.0,182062,9.0,13,2.0,10.0,0.0,4.0,1.0,5013,0,40,37.0
30,4.0,287986,15.0,10,4.0,6.0,1.0,4.0,1.0,0,0,40,37.0
21,4.0,119704,15.0,10,4.0,12.0,4.0,4.0,0.0,0,0,35,37.0
33,4.0,267859,15.0,10,2.0,4.0,0.0,4.0,1.0,0,0,40,5.0
26,0.0,256141,15.0,10,4.0,0.0,3.0,4.0,0.0,0,0,40,37.0
42,4.0,355728,8.0,11,4.0,3.0,1.0,4.0,1.0,0,0,44,37.0
55,1.0,146477,15.0,10,2.0,3.0,0.0,4.0,1.0,0,0,45,37.0
24,4.0,185452,9.0,13,4.0,13.0,1.0,4.0,0.0,0,0,50,37.0
48,4.0,431513,0.0,6,2.0,3.0,0.0,4.0,1.0,0,0,65,37.0
17,4.0,98675,6.0,5,4.0,8.0,4.0,4.0,0.0,0,0,20,37.0
51,1.0,282680,10.0,16,4.0,10.0,1.0,4.0,0.0,0,1564,70,37.0
34,0.0,133278,2.0,8,5.0,0.0,4.0,2.0,0.0,0,0,53,37.0
26,4.0,132661,11.0,9,2.0,4.0,5.0,4.0,0.0,5013,0,40,37.0
28,7.0,200775,12.0,14,2.0,4.0,5.0,4.0,0.0,0,0,40,37.0
35,4.0,147258,15.0,10,4.0,7.0,1.0,4.0,1.0,0,1974,40,37.0
18,0.0,171088,15.0,10,4.0,0.0,3.0,4.0,0.0,0,0,40,37.0
29,4.0,124680,9.0,13,4.0,12.0,1.0,4.0,0.0,13550,0,35,37.0
34,4.0,154667,11.0,9,2.0,7.0,5.0,4.0,0.0,0,0,40,37.0
49,4.0,147322,8.0,11,2.0,7.0,5.0,4.0,0.0,0,0,40,28.0
29,4.0,161444,11.0,9,2.0,4.0,0.0,4.0,1.0,0,0,40,4.0
45,2.0,209482,12.0,14,2.0,10.0,5.0,4.0,0.0,0,0,45,37.0
58,1.0,30111,15.0,10,6.0,10.0,4.0,0.0,0.0,0,0,40,37.0
38,4.0,182526,9.0,13,3.0,10.0,1.0,4.0,0.0,0,0,40,37.0
27,4.0,256764,7.0,12,4.0,12.0,1.0,4.0,1.0,0,0,40,37.0
48,7.0,44434,12.0,14,2.0,10.0,0.0,4.0,1.0,0,0,61,37.0
33,1.0,428271,11.0,9,0.0,1.0,4.0,2.0,0.0,0,0,35,37.0
46,4.0,184883,6.0,5,2.0,7.0,5.0,4.0,0.0,0,0,40,37.0
37,4.0,125550,11.0,9,0.0,12.0,1.0,4.0,0.0,0,0,60,37.0
45,4.0,205100,9.0,13,2.0,4.0,0.0,4.0,1.0,15024,0,60,37.0
47,4.0,362835,9.0,13,2.0,12.0,0.0,4.0,1.0,0,0,60,37.0
25,4.0,197651,15.0,10,4.0,13.0,3.0,4.0,0.0,0,0,43,37.0
54,4.0,240542,15.0,10,0.0,12.0,4.0,4.0,0.0,0,0,48,37.0
23,4.0,132300,9.0,13,4.0,12.0,1.0,4.0,0.0,0,0,40,37.0
35,4.0,589809,15.0,10,4.0,4.0,1.0,4.0,1.0,13550,0,60,37.0
45,5.0,191776,12.0,14,0.0,12.0,4.0,4.0,0.0,25236,0,42,37.0
41,4.0,119266,11.0,9,2.0,8.0,0.0,4.0,1.0,0,0,40,37.0
29,4.0,134566,12.0,14,2.0,12.0,0.0,4.0,1.0,0,0,20,37.0
58,4.0,121111,11.0,9,2.0,12.0,5.0,4.0,0.0,0,0,40,12.0
26,4.0,417941,9.0,13,4.0,4.0,1.0,4.0,0.0,0,0,40,37.0
40,6.0,242082,9.0,13,2.0,10.0,0.0,4.0,1.0,0,0,45,37.0
33,0.0,152875,9.0,13,2.0,0.0,5.0,1.0,0.0,0,0,40,3.0
31,4.0,144064,15.0,10,2.0,4.0,0.0,4.0,1.0,0,0,40,37.0
46,4.0,169953,15.0,10,0.0,4.0,1.0,4.0,0.0,0,0,40,37.0
64,4.0,151364,15.0,10,4.0,1.0,1.0,4.0,0.0,0,0,40,37.0
63,4.0,28334,12.0,14,0.0,4.0,1.0,4.0,0.0,0,0,40,37.0
22,4.0,205940,9.0,13,4.0,4.0,1.0,4.0,0.0,0,0,40,37.0
23,4.0,146499,11.0,9,5.0,7.0,4.0,4.0,0.0,0,0,48,37.0
28,4.0,211184,15.0,10,4.0,12.0,1.0,4.0,0.0,0,0,50,37.0
26,7.0,197156,11.0,9,0.0,1.0,3.0,4.0,0.0,0,0,30,37.0
19,4.0,194905,15.0,10,4.0,8.0,3.0,4.0,0.0,0,0,30,37.0
35,6.0,166416,11.0,9,2.0,5.0,0.0,4.0,1.0,0,0,99,37.0
30,4.0,154882,14.0,15,6.0,8.0,1.0,4.0,1.0,0,0,35,37.0
22,4.0,204160,11.0,9,0.0,7.0,3.0,4.0,0.0,0,0,40,37.0
23,4.0,31606,11.0,9,4.0,1.0,4.0,4.0,0.0,0,0,40,37.0
18,4.0,182042,1.0,7,4.0,8.0,3.0,4.0,0.0,0,0,19,37.0
18,0.0,266287,15.0,10,4.0,0.0,3.0,4.0,0.0,0,0,25,37.0
46,4.0,171199,9.0,13,0.0,7.0,4.0,3.0,0.0,0,0,40,32.0
40,4.0,237671,15.0,10,2.0,13.0,5.0,4.0,0.0,0,0,40,37.0
22,4.0,190903,1.0,7,2.0,1.0,5.0,4.0,0.0,0,0,20,37.0
17,4.0,181580,1.0,7,4.0,8.0,3.0,4.0,0.0,0,0,16,37.0
28,4.0,157624,9.0,13,4.0,1.0,1.0,4.0,0.0,0,0,40,37.0
24,4.0,249046,9.0,13,4.0,13.0,3.0,4.0,1.0,0,0,40,37.0
21,4.0,182117,15.0,10,4.0,8.0,3.0,4.0,1.0,0,0,15,37.0
17,4.0,132636,1.0,7,4.0,12.0,3.0,4.0,0.0,0,0,15,37.0
66,4.0,284021,11.0,9,6.0,12.0,1.0,4.0,0.0,0,0,40,37.0
27,4.0,295289,15.0,10,4.0,8.0,3.0,2.0,0.0,0,0,30,37.0
26,0.0,431861,0.0,6,5.0,0.0,1.0,4.0,1.0,0,0,40,37.0
26,4.0,114483,11.0,9,2.0,7.0,0.0,4.0,1.0,0,0,40,37.0
35,6.0,185621,9.0,13,4.0,10.0,3.0,4.0,0.0,0,0,40,37.0
37,4.0,117381,12.0,14,2.0,10.0,0.0,4.0,1.0,0,0,45,37.0
32,4.0,191856,12.0,14,2.0,12.0,5.0,4.0,0.0,0,0,45,37.0
24,4.0,42706,8.0,11,4.0,11.0,1.0,4.0,1.0,0,0,60,37.0
34,4.0,183557,11.0,9,0.0,7.0,1.0,4.0,0.0,0,0,25,37.0
42,4.0,284758,11.0,9,0.0,4.0,4.0,4.0,0.0,0,0,40,37.0
31,4.0,178841,11.0,9,4.0,1.0,1.0,4.0,0.0,0,0,40,37.0
28,4.0,250135,11.0,9,4.0,10.0,2.0,4.0,0.0,0,0,40,37.0
34,4.0,143582,15.0,10,4.0,1.0,1.0,1.0,0.0,0,0,35,23.0
41,0.0,213416,4.0,3,2.0,0.0,0.0,4.0,1.0,0,0,32,25.0
27,4.0,139209,11.0,9,4.0,7.0,4.0,2.0,0.0,0,0,40,37.0
42,4.0,198316,8.0,11,0.0,3.0,1.0,4.0,1.0,0,0,35,37.0
25,4.0,179953,12.0,14,4.0,10.0,3.0,4.0,0.0,2597,0,31,37.0
50,4.0,173630,11.0,9,2.0,5.0,0.0,4.0,1.0,0,0,35,37.0
17,4.0,65368,1.0,7,4.0,12.0,3.0,4.0,0.0,0,0,12,37.0
43,2.0,265698,9.0,13,2.0,10.0,5.0,4.0,0.0,0,0,45,37.0
31,4.0,340880,14.0,15,2.0,10.0,0.0,4.0,1.0,0,0,60,37.0
18,0.0,252046,11.0,9,4.0,0.0,3.0,4.0,0.0,0,0,30,37.0
41,4.0,327723,11.0,9,0.0,4.0,1.0,4.0,1.0,0,0,40,37.0
30,4.0,191385,1.0,7,2.0,7.0,0.0,4.0,1.0,0,0,40,37.0
46,4.0,192835,15.0,10,2.0,14.0,0.0,4.0,1.0,0,0,48,37.0
34,4.0,153326,9.0,13,2.0,10.0,0.0,4.0,1.0,0,0,40,37.0
26,4.0,391349,9.0,13,2.0,1.0,5.0,4.0,0.0,0,0,40,37.0
53,4.0,312446,9.0,13,2.0,4.0,0.0,4.0,1.0,0,0,60,37.0
33,4.0,167939,11.0,9,2.0,8.0,3.0,4.0,0.0,0,0,25,37.0
27,6.0,420054,11.0,9,4.0,3.0,4.0,4.0,1.0,9562,0,50,37.0
47,4.0,103757,7.0,12,2.0,3.0,0.0,4.0,1.0,0,0,40,37.0
41,5.0,194636,9.0,13,2.0,12.0,0.0,4.0,1.0,99999,0,65,37.0
26,2.0,265230,9.0,13,4.0,10.0,1.0,2.0,0.0,0,0,40,37.0
45,4.0,177543,11.0,9,0.0,1.0,4.0,4.0,0.0,0,0,28,37.0
36,4.0,187983,9.0,13,2.0,10.0,5.0,4.0,0.0,0,0,40,37.0
57,4.0,143030,11.0,9,6.0,8.0,4.0,4.0,0.0,0,0,30,0.0
31,4.0,509364,4.0,3,4.0,7.0,1.0,4.0,1.0,0,0,45,25.0
31,4.0,259705,11.0,9,4.0,5.0,3.0,4.0,0.0,0,0,40,37.0
40,4.0,195892,15.0,10,0.0,14.0,1.0,2.0,0.0,0,0,40,37.0
39,4.0,262158,9.0,13,0.0,4.0,4.0,4.0,0.0,0,0,45,37.0
38,4.0,132879,11.0,9,2.0,3.0,0.0,4.0,1.0,0,1902,40,37.0
41,2.0,185057,11.0,9,0.0,4.0,4.0,4.0,0.0,0,0,40,37.0
45,4.0,161954,9.0,13,4.0,10.0,1.0,4.0,0.0,0,0,40,11.0
32,4.0,295282,11.0,9,2.0,3.0,0.0,4.0,1.0,0,0,48,37.0
31,4.0,235389,5.0,4,4.0,6.0,1.0,4.0,0.0,0,0,30,31.0
43,4.0,193882,15.0,10,4.0,1.0,1.0,4.0,1.0,0,0,55,37.0
68,0.0,117542,11.0,9,2.0,0.0,0.0,4.0,1.0,1409,0,15,37.0
32,4.0,27051,9.0,13,2.0,1.0,0.0,4.0,1.0,0,0,44,37.0
32,4.0,119124,9.0,13,4.0,10.0,3.0,4.0,1.0,0,0,40,37.0
44,4.0,71269,15.0,10,0.0,4.0,1.0,4.0,1.0,0,0,50,37.0
23,4.0,45834,9.0,13,4.0,4.0,1.0,4.0,0.0,0,0,50,37.0
64,4.0,192596,11.0,9,6.0,1.0,1.0,4.0,0.0,0,0,30,37.0
36,4.0,117312,7.0,12,0.0,13.0,1.0,4.0,0.0,0,0,60,37.0
43,4.0,117728,11.0,9,2.0,3.0,0.0,4.0,1.0,0,0,44,37.0
46,2.0,33373,9.0,13,0.0,10.0,4.0,4.0,0.0,0,0,40,37.0
37,4.0,174503,9.0,13,6.0,10.0,1.0,4.0,0.0,0,0,50,37.0
63,4.0,294009,9.0,13,2.0,10.0,0.0,4.0,1.0,15024,0,45,37.0
28,4.0,189257,6.0,5,4.0,6.0,3.0,2.0,0.0,0,0,24,37.0
65,4.0,194456,9.0,13,2.0,3.0,0.0,4.0,1.0,0,0,40,9.0
37,5.0,126569,9.0,13,2.0,3.0,0.0,4.0,1.0,0,0,60,37.0
32,4.0,153588,11.0,9,0.0,3.0,1.0,4.0,1.0,0,0,40,37.0
76,4.0,239880,11.0,9,0.0,1.0,1.0,4.0,0.0,0,0,8,37.0
31,4.0,191276,8.0,11,0.0,6.0,4.0,4.0,0.0,0,0,40,37.0
51,5.0,260938,15.0,10,2.0,4.0,0.0,4.0,1.0,0,0,50,37.0
23,4.0,119704,15.0,10,5.0,12.0,4.0,4.0,0.0,0,0,40,37.0
23,4.0,104443,15.0,10,4.0,1.0,3.0,4.0,0.0,0,0,40,37.0
30,4.0,255279,11.0,9,0.0,1.0,4.0,4.0,0.0,0,0,20,37.0
35,0.0,124836,15.0,10,0.0,0.0,1.0,0.0,0.0,0,0,36,37.0
82,4.0,147729,4.0,3,6.0,8.0,4.0,4.0,1.0,0,0,20,37.0
64,5.0,132832,11.0,9,2.0,1.0,5.0,4.0,0.0,20051,0,40,0.0
50,7.0,116211,14.0,15,2.0,4.0,0.0,4.0,1.0,0,0,52,37.0
18,4.0,212370,11.0,9,2.0,3.0,0.0,4.0,1.0,0,0,25,37.0
35,4.0,338611,15.0,10,0.0,1.0,4.0,4.0,0.0,0,0,40,37.0
41,4.0,279914,15.0,10,2.0,1.0,0.0,4.0,1.0,0,0,45,37.0
61,4.0,162397,9.0,13,2.0,12.0,0.0,4.0,1.0,0,0,40,37.0
30,4.0,182714,15.0,10,4.0,4.0,1.0,4.0,0.0,0,0,40,9.0
71,4.0,212806,11.0,9,2.0,12.0,0.0,4.0,1.0,0,0,36,37.0
17,0.0,151141,0.0,6,4.0,0.0,3.0,4.0,1.0,0,0,30,37.0
77,2.0,177550,9.0,13,2.0,1.0,0.0,4.0,1.0,3818,0,14,37.0
33,0.0,234542,8.0,11,4.0,0.0,3.0,4.0,0.0,0,0,40,37.0
33,4.0,36539,9.0,13,2.0,4.0,5.0,4.0,0.0,0,0,40,37.0
43,4.0,148998,11.0,9,0.0,1.0,4.0,4.0,0.0,0,0,40,37.0
23,4.0,86065,2.0,8,4.0,8.0,1.0,4.0,0.0,0,0,30,37.0
44,2.0,212665,15.0,10,2.0,11.0,0.0,2.0,1.0,0,0,99,37.0
50,4.0,152810,9.0,13,2.0,12.0,0.0,4.0,1.0,0,0,40,37.0
38,4.0,139180,9.0,13,0.0,10.0,4.0,2.0,0.0,15020,0,45,37.0
31,4.0,109428,7.0,12,2.0,1.0,5.0,4.0,0.0,0,1740,40,37.0
31,4.0,54318,9.0,13,2.0,4.0,0.0,4.0,1.0,0,0,50,37.0
27,4.0,224105,11.0,9,2.0,7.0,0.0,4.0,1.0,7298,0,40,37.0
47,4.0,166634,15.0,10,0.0,4.0,4.0,4.0,0.0,0,0,40,11.0
